Number of Cyc., xdisp_rel (FISH), xdisp_meas (FISH)
47390, 9.3266680E-002, 1.0200000E-001
47400, 9.3296527E-002, 1.0200000E-001
47410, 9.3326753E-002, 1.0200000E-001
47420, 9.3358162E-002, 1.0200000E-001
47430, 9.3390285E-002, 1.0200000E-001
47440, 9.3422732E-002, 1.0200000E-001
47450, 9.3457957E-002, 1.0200000E-001
47460, 9.3494954E-002, 1.0200000E-001
47470, 9.3532314E-002, 1.0200000E-001
47480, 9.3571796E-002, 1.0200000E-001
47490, 9.3614317E-002, 1.0200000E-001
47500, 9.3657886E-002, 1.0200000E-001
47510, 9.3702598E-002, 1.0200000E-001
47520, 9.3749449E-002, 1.0200000E-001
47530, 9.3796718E-002, 1.0200000E-001
47540, 9.3841079E-002, 1.0200000E-001
47550, 9.3883067E-002, 1.0200000E-001
47560, 9.3919662E-002, 1.0200000E-001
47570, 9.3951924E-002, 1.0200000E-001
47580, 9.3976912E-002, 1.0200000E-001
47590, 9.3993881E-002, 1.0200000E-001
47600, 9.4003575E-002, 1.0200000E-001
47610, 9.4010184E-002, 1.0200000E-001
47620, 9.4015245E-002, 1.0200000E-001
47630, 9.4021938E-002, 1.0200000E-001
47640, 9.4032009E-002, 1.0200000E-001
47650, 9.4045424E-002, 1.0200000E-001
47660, 9.4060296E-002, 1.0200000E-001
47670, 9.4076130E-002, 1.0200000E-001
47680, 9.4092811E-002, 1.0200000E-001
47690, 9.4109780E-002, 1.0200000E-001
47700, 9.4128219E-002, 1.0200000E-001
47710, 9.4148121E-002, 1.0200000E-001
47720, 9.4171454E-002, 1.0200000E-001
47730, 9.4195907E-002, 1.0200000E-001
47740, 9.4224043E-002, 1.0200000E-001
47750, 9.4253823E-002, 1.0200000E-001
47760, 9.4282996E-002, 1.0200000E-001
47770, 9.4314143E-002, 1.0200000E-001
47780, 9.4345858E-002, 1.0200000E-001
47790, 9.4378072E-002, 1.0200000E-001
47800, 9.4412350E-002, 1.0200000E-001
47810, 9.4447197E-002, 1.0200000E-001
47820, 9.4480471E-002, 1.0200000E-001
47830, 9.4515025E-002, 1.0200000E-001
47840, 9.4550777E-002, 1.0200000E-001
47850, 9.4586080E-002, 1.0200000E-001
47860, 9.4620912E-002, 1.0200000E-001
47870, 9.4654943E-002, 1.0200000E-001
47880, 9.4685572E-002, 1.0200000E-001
47890, 9.4713977E-002, 1.0200000E-001
47900, 9.4741304E-002, 1.0200000E-001
47910, 9.4769416E-002, 1.0200000E-001
47920, 9.4797485E-002, 1.0200000E-001
47930, 9.4825055E-002, 1.0200000E-001
47940, 9.4851249E-002, 1.0200000E-001
47950, 9.4877207E-002, 1.0200000E-001
47960, 9.4903702E-002, 1.0200000E-001
47970, 9.4932089E-002, 1.0200000E-001
47980, 9.4961444E-002, 1.0200000E-001
47990, 9.4990619E-002, 1.0200000E-001
48000, 9.5019567E-002, 1.0200000E-001
48010, 9.5049512E-002, 1.0200000E-001
48020, 9.5081208E-002, 1.0200000E-001
48030, 9.5114248E-002, 1.0200000E-001
48040, 9.5147222E-002, 1.0200000E-001
48050, 9.5178563E-002, 1.0200000E-001
48060, 9.5210820E-002, 1.0200000E-001
48070, 9.5243949E-002, 1.0200000E-001
48080, 9.5276388E-002, 1.0200000E-001
48090, 9.5307675E-002, 1.0200000E-001
48100, 9.5338521E-002, 1.0200000E-001
48110, 9.5367614E-002, 1.0200000E-001
48120, 9.5396026E-002, 1.0200000E-001
48130, 9.5425585E-002, 1.0200000E-001
48140, 9.5454393E-002, 1.0200000E-001
48150, 9.5481933E-002, 1.0200000E-001
48160, 9.5511878E-002, 1.0200000E-001
48170, 9.5543094E-002, 1.0200000E-001
48180, 9.5574448E-002, 1.0200000E-001
48190, 9.5605105E-002, 1.0200000E-001
48200, 9.5633697E-002, 1.0200000E-001
48210, 9.5657873E-002, 1.0200000E-001
48220, 9.5679692E-002, 1.0200000E-001
48230, 9.5699660E-002, 1.0200000E-001
48240, 9.5716229E-002, 1.0200000E-001
48250, 9.5732312E-002, 1.0200000E-001
48260, 9.5746932E-002, 1.0200000E-001
48270, 9.5765005E-002, 1.0200000E-001
48280, 9.5779103E-002, 1.0200000E-001
48290, 9.5793862E-002, 1.0200000E-001
48300, 9.5808318E-002, 1.0200000E-001
48310, 9.5822513E-002, 1.0200000E-001
48320, 9.5836679E-002, 1.0200000E-001
48330, 9.5850333E-002, 1.0200000E-001
48340, 9.5861934E-002, 1.0200000E-001
48350, 9.5872265E-002, 1.0200000E-001
48360, 9.5883118E-002, 1.0200000E-001
48370, 9.5894731E-002, 1.0200000E-001
48380, 9.5907464E-002, 1.0200000E-001
48390, 9.5920411E-002, 1.0200000E-001
48400, 9.5932591E-002, 1.0200000E-001
48410, 9.5944315E-002, 1.0200000E-001
48420, 9.5956704E-002, 1.0200000E-001
48430, 9.5969380E-002, 1.0200000E-001
48440, 9.5984500E-002, 1.0200000E-001
48450, 9.6001752E-002, 1.0200000E-001
48460, 9.6021092E-002, 1.0200000E-001
48470, 9.6041335E-002, 1.0200000E-001
48480, 9.6063697E-002, 1.0200000E-001
48490, 9.6088342E-002, 1.0200000E-001
48500, 9.6114703E-002, 1.0200000E-001
48510, 9.6143344E-002, 1.0200000E-001
48520, 9.6174996E-002, 1.0200000E-001
48530, 9.6207797E-002, 1.0200000E-001
48540, 9.6241078E-002, 1.0200000E-001
48550, 9.6276149E-002, 1.0200000E-001
48560, 9.6313557E-002, 1.0200000E-001
48570, 9.6352305E-002, 1.0200000E-001
48580, 9.6391962E-002, 1.0200000E-001
48590, 9.6434650E-002, 1.0200000E-001
48600, 9.6480040E-002, 1.0200000E-001
48610, 9.6527140E-002, 1.0200000E-001
48620, 9.6574859E-002, 1.0200000E-001
48630, 9.6622546E-002, 1.0200000E-001
48640, 9.6670589E-002, 1.0200000E-001
48650, 9.6717579E-002, 1.0200000E-001
48660, 9.6761242E-002, 1.0200000E-001
48670, 9.6800686E-002, 1.0200000E-001
48680, 9.6837688E-002, 1.0200000E-001
48690, 9.6868772E-002, 1.0200000E-001
48700, 9.6893211E-002, 1.0200000E-001
48710, 9.6913838E-002, 1.0200000E-001
48720, 9.6930653E-002, 1.0200000E-001
48730, 9.6943433E-002, 1.0200000E-001
48740, 9.6955089E-002, 1.0200000E-001
48750, 9.6966786E-002, 1.0200000E-001
48760, 9.6980801E-002, 1.0200000E-001
48770, 9.6996032E-002, 1.0200000E-001
48780, 9.7013513E-002, 1.0200000E-001
48790, 9.7032147E-002, 1.0200000E-001
48800, 9.7051315E-002, 1.0200000E-001
48810, 9.7070814E-002, 1.0200000E-001
48820, 9.7090187E-002, 1.0200000E-001
48830, 9.7110065E-002, 1.0200000E-001
48840, 9.7132061E-002, 1.0200000E-001
48850, 9.7158223E-002, 1.0200000E-001
48860, 9.7187456E-002, 1.0200000E-001
48870, 9.7219372E-002, 1.0200000E-001
48880, 9.7252892E-002, 1.0200000E-001
48890, 9.7286774E-002, 1.0200000E-001
48900, 9.7321102E-002, 1.0200000E-001
48910, 9.7356091E-002, 1.0200000E-001
48920, 9.7390815E-002, 1.0200000E-001
48930, 9.7426002E-002, 1.0200000E-001
48940, 9.7462071E-002, 1.0200000E-001
48950, 9.7499020E-002, 1.0200000E-001
48960, 9.7536525E-002, 1.0200000E-001
48970, 9.7570959E-002, 1.0200000E-001
48980, 9.7602273E-002, 1.0200000E-001
48990, 9.7633915E-002, 1.0200000E-001
49000, 9.7665202E-002, 1.0200000E-001
49010, 9.7695604E-002, 1.0200000E-001
49020, 9.7722424E-002, 1.0200000E-001
49030, 9.7748161E-002, 1.0200000E-001
49040, 9.7770812E-002, 1.0200000E-001
49050, 9.7793868E-002, 1.0200000E-001
49060, 9.7817926E-002, 1.0200000E-001
49070, 9.7845545E-002, 1.0200000E-001
49080, 9.7874471E-002, 1.0200000E-001
49090, 9.7903859E-002, 1.0200000E-001
49100, 9.7932922E-002, 1.0200000E-001
49110, 9.7961897E-002, 1.0200000E-001
49120, 9.7990135E-002, 1.0200000E-001
49130, 9.8017228E-002, 1.0200000E-001
49140, 9.8043097E-002, 1.0200000E-001
49150, 9.8067492E-002, 1.0200000E-001
49160, 9.8090888E-002, 1.0200000E-001
49170, 9.8112426E-002, 1.0200000E-001
49180, 9.8134810E-002, 1.0200000E-001
49190, 9.8156209E-002, 1.0200000E-001
49200, 9.8177704E-002, 1.0200000E-001
49210, 9.8198110E-002, 1.0200000E-001
49220, 9.8219845E-002, 1.0200000E-001
49230, 9.8240251E-002, 1.0200000E-001
49240, 9.8256710E-002, 1.0200000E-001
49250, 9.8272709E-002, 1.0200000E-001
49260, 9.8289307E-002, 1.0200000E-001
49270, 9.8304274E-002, 1.0200000E-001
49280, 9.8318871E-002, 1.0200000E-001
49290, 9.8336870E-002, 1.0200000E-001
49300, 9.8356464E-002, 1.0200000E-001
49310, 9.8375641E-002, 1.0200000E-001
49320, 9.8396461E-002, 1.0200000E-001
49330, 9.8418121E-002, 1.0200000E-001
49340, 9.8440097E-002, 1.0200000E-001
49350, 9.8461887E-002, 1.0200000E-001
49360, 9.8482165E-002, 1.0200000E-001
49370, 9.8501695E-002, 1.0200000E-001
49380, 9.8522170E-002, 1.0200000E-001
49390, 9.8543837E-002, 1.0200000E-001
49400, 9.8566924E-002, 1.0200000E-001
49410, 9.8590964E-002, 1.0200000E-001
49420, 9.8614874E-002, 1.0200000E-001
49430, 9.8641056E-002, 1.0200000E-001
49440, 9.8668073E-002, 1.0200000E-001
49450, 9.8697381E-002, 1.0200000E-001
49460, 9.8726502E-002, 1.0200000E-001
49470, 9.8754844E-002, 1.0200000E-001
49480, 9.8783764E-002, 1.0200000E-001
49490, 9.8816176E-002, 1.0200000E-001
49500, 9.8852147E-002, 1.0200000E-001
49510, 9.8890890E-002, 1.0200000E-001
49520, 9.8930568E-002, 1.0200000E-001
49530, 9.8970201E-002, 1.0200000E-001
49540, 9.9009848E-002, 1.0200000E-001
49550, 9.9048287E-002, 1.0200000E-001
49560, 9.9085502E-002, 1.0200000E-001
49570, 9.9122445E-002, 1.0200000E-001
49580, 9.9158543E-002, 1.0200000E-001
49590, 9.9191230E-002, 1.0200000E-001
49600, 9.9221742E-002, 1.0200000E-001
49610, 9.9248682E-002, 1.0200000E-001
49620, 9.9268862E-002, 1.0200000E-001
49630, 9.9286523E-002, 1.0200000E-001
49640, 9.9305644E-002, 1.0200000E-001
49650, 9.9324938E-002, 1.0200000E-001
49660, 9.9346073E-002, 1.0200000E-001
49670, 9.9369839E-002, 1.0200000E-001
49680, 9.9396266E-002, 1.0200000E-001
49690, 9.9421776E-002, 1.0200000E-001
49700, 9.9448393E-002, 1.0200000E-001
49710, 9.9476809E-002, 1.0200000E-001
49720, 9.9505955E-002, 1.0200000E-001
49730, 9.9537461E-002, 1.0200000E-001
49740, 9.9571006E-002, 1.0200000E-001
49750, 9.9605769E-002, 1.0200000E-001
49760, 9.9641427E-002, 1.0200000E-001
49770, 9.9677469E-002, 1.0200000E-001
49780, 9.9714919E-002, 1.0200000E-001
49790, 9.9753210E-002, 1.0200000E-001
49800, 9.9792460E-002, 1.0200000E-001
49810, 9.9829372E-002, 1.0200000E-001
49820, 9.9863900E-002, 1.0200000E-001
49830, 9.9896187E-002, 1.0200000E-001
49840, 9.9925796E-002, 1.0200000E-001
49850, 9.9952312E-002, 1.0200000E-001
49860, 9.9977817E-002, 1.0200000E-001
49870, 1.0000091E-001, 1.0200000E-001
49880, 1.0002194E-001, 1.0200000E-001
49890, 1.0004226E-001, 1.0200000E-001
49900, 1.0006411E-001, 1.0200000E-001
49910, 1.0008853E-001, 1.0200000E-001
49920, 1.0011402E-001, 1.0200000E-001
49930, 1.0013792E-001, 1.0200000E-001
49940, 1.0016498E-001, 1.0200000E-001
49950, 1.0019425E-001, 1.0200000E-001
49960, 1.0022534E-001, 1.0200000E-001
49970, 1.0025700E-001, 1.0200000E-001
49980, 1.0028876E-001, 1.0200000E-001
49990, 1.0031930E-001, 1.0200000E-001
50000, 1.0035001E-001, 1.0200000E-001
50010, 1.0038107E-001, 1.0200000E-001
50020, 1.0041045E-001, 1.0200000E-001
50030, 1.0043841E-001, 1.0200000E-001
50040, 1.0046685E-001, 1.0200000E-001
50050, 1.0049640E-001, 1.0200000E-001
50060, 1.0052438E-001, 1.0200000E-001
50070, 1.0055074E-001, 1.0200000E-001
50080, 1.0057664E-001, 1.0200000E-001
50090, 1.0060330E-001, 1.0200000E-001
50100, 1.0063045E-001, 1.0200000E-001
50110, 1.0065689E-001, 1.0200000E-001
50120, 1.0068308E-001, 1.0200000E-001
50130, 1.0070952E-001, 1.0200000E-001
50140, 1.0073549E-001, 1.0200000E-001
50150, 1.0076103E-001, 1.0200000E-001
50160, 1.0078569E-001, 1.0200000E-001
50170, 1.0081162E-001, 1.0200000E-001
50180, 1.0083831E-001, 1.0200000E-001
50190, 1.0086426E-001, 1.0200000E-001
50200, 1.0088729E-001, 1.0200000E-001
50210, 1.0090864E-001, 1.0200000E-001
50220, 1.0092761E-001, 1.0200000E-001
50230, 1.0094424E-001, 1.0200000E-001
50240, 1.0095599E-001, 1.0200000E-001
50250, 1.0096785E-001, 1.0200000E-001
50260, 1.0098061E-001, 1.0200000E-001
50270, 1.0099297E-001, 1.0200000E-001
50280, 1.0100676E-001, 1.0200000E-001
50290, 1.0102321E-001, 1.0200000E-001
50300, 1.0104064E-001, 1.0200000E-001
50310, 1.0105864E-001, 1.0200000E-001
50320, 1.0107733E-001, 1.0200000E-001
50330, 1.0109663E-001, 1.0200000E-001
50340, 1.0111645E-001, 1.0200000E-001
50350, 1.0113639E-001, 1.0200000E-001
50360, 1.0115644E-001, 1.0200000E-001
50370, 1.0117793E-001, 1.0200000E-001
50380, 1.0120121E-001, 1.0200000E-001
50390, 1.0122698E-001, 1.0200000E-001
50400, 1.0125428E-001, 1.0200000E-001
50410, 1.0128331E-001, 1.0200000E-001
50420, 1.0131453E-001, 1.0200000E-001
50430, 1.0134843E-001, 1.0200000E-001
50440, 1.0138374E-001, 1.0200000E-001
50450, 1.0142013E-001, 1.0200000E-001
50460, 1.0145753E-001, 1.0200000E-001
50470, 1.0149645E-001, 1.0200000E-001
50480, 1.0153541E-001, 1.0200000E-001
50490, 1.0157371E-001, 1.0200000E-001
50500, 1.0161180E-001, 1.0200000E-001
50510, 1.0165027E-001, 1.0200000E-001
50520, 1.0168867E-001, 1.0200000E-001
50530, 1.0172560E-001, 1.0200000E-001
50540, 1.0176004E-001, 1.0200000E-001
50550, 1.0179149E-001, 1.0200000E-001
50560, 1.0181918E-001, 1.0200000E-001
50570, 1.0184151E-001, 1.0200000E-001
50580, 1.0185865E-001, 1.0200000E-001
50590, 1.0187401E-001, 1.0200000E-001
50600, 1.0188875E-001, 1.0200000E-001
50610, 1.0190057E-001, 1.0200000E-001
50620, 1.0191088E-001, 1.0200000E-001
50630, 1.0192308E-001, 1.0200000E-001
50640, 1.0193762E-001, 1.0200000E-001
50650, 1.0195316E-001, 1.0200000E-001
50660, 1.0196932E-001, 1.0200000E-001
50670, 1.0198691E-001, 1.0200000E-001
50680, 1.0200438E-001, 1.0200000E-001
50690, 1.0202319E-001, 1.0200000E-001
50700, 1.0204466E-001, 1.0200000E-001
50710, 1.0206883E-001, 1.0200000E-001
50720, 1.0209575E-001, 1.0200000E-001
50730, 1.0212486E-001, 1.0200000E-001
50740, 1.0215754E-001, 1.0200000E-001
50750, 1.0219165E-001, 1.0200000E-001
50760, 1.0222761E-001, 1.0200000E-001
50770, 1.0226522E-001, 1.0200000E-001
50780, 1.0230490E-001, 1.0200000E-001
50790, 1.0234594E-001, 1.0200000E-001
50800, 1.0238770E-001, 1.0200000E-001
50810, 1.0242983E-001, 1.0200000E-001
50820, 1.0247341E-001, 1.0200000E-001
50830, 1.0251754E-001, 1.0200000E-001
50840, 1.0256064E-001, 1.0200000E-001
50850, 1.0260170E-001, 1.0200000E-001
50860, 1.0264117E-001, 1.0200000E-001
50870, 1.0267746E-001, 1.0200000E-001
50880, 1.0271094E-001, 1.0200000E-001
50890, 1.0274169E-001, 1.0200000E-001
50900, 1.0276949E-001, 1.0200000E-001
50910, 1.0279297E-001, 1.0200000E-001
50920, 1.0281430E-001, 1.0200000E-001
50930, 1.0283584E-001, 1.0200000E-001
50940, 1.0285296E-001, 1.0200000E-001
50950, 1.0286812E-001, 1.0200000E-001
50960, 1.0288330E-001, 1.0200000E-001
50970, 1.0290024E-001, 1.0200000E-001
50980, 1.0291590E-001, 1.0200000E-001
50990, 1.0293137E-001, 1.0200000E-001
51000, 1.0294707E-001, 1.0200000E-001
51010, 1.0296398E-001, 1.0200000E-001
51020, 1.0298305E-001, 1.0200000E-001
51030, 1.0300442E-001, 1.0200000E-001
51040, 1.0302728E-001, 1.0200000E-001
51050, 1.0305125E-001, 1.0200000E-001
51060, 1.0307514E-001, 1.0200000E-001
51070, 1.0309928E-001, 1.0200000E-001
51080, 1.0312426E-001, 1.0200000E-001
51090, 1.0314978E-001, 1.0200000E-001
51100, 1.0317642E-001, 1.0200000E-001
51110, 1.0320636E-001, 1.0200000E-001
51120, 1.0323862E-001, 1.0200000E-001
51130, 1.0327379E-001, 1.0200000E-001
51140, 1.0331136E-001, 1.0200000E-001
51150, 1.0335089E-001, 1.0200000E-001
51160, 1.0339262E-001, 1.0200000E-001
51170, 1.0343554E-001, 1.0200000E-001
51180, 1.0347906E-001, 1.0200000E-001
51190, 1.0352278E-001, 1.0200000E-001
51200, 1.0356561E-001, 1.0200000E-001
51210, 1.0360856E-001, 1.0200000E-001
51220, 1.0365098E-001, 1.0200000E-001
51230, 1.0369325E-001, 1.0200000E-001
51240, 1.0373239E-001, 1.0200000E-001
51250, 1.0376845E-001, 1.0200000E-001
51260, 1.0380411E-001, 1.0200000E-001
51270, 1.0384094E-001, 1.0200000E-001
51280, 1.0387651E-001, 1.0200000E-001
51290, 1.0391059E-001, 1.0200000E-001
51300, 1.0394507E-001, 1.0200000E-001
51310, 1.0397945E-001, 1.0200000E-001
51320, 1.0401031E-001, 1.0200000E-001
51330, 1.0403733E-001, 1.0200000E-001
51340, 1.0406214E-001, 1.0200000E-001
51350, 1.0408464E-001, 1.0200000E-001
51360, 1.0410505E-001, 1.0200000E-001
51370, 1.0412277E-001, 1.0200000E-001
51380, 1.0414060E-001, 1.0200000E-001
51390, 1.0415751E-001, 1.0200000E-001
51400, 1.0417783E-001, 1.0200000E-001
51410, 1.0419823E-001, 1.0200000E-001
51420, 1.0422016E-001, 1.0200000E-001
51430, 1.0424495E-001, 1.0200000E-001
51440, 1.0427044E-001, 1.0200000E-001
51450, 1.0429699E-001, 1.0200000E-001
51460, 1.0432243E-001, 1.0200000E-001
51470, 1.0434791E-001, 1.0200000E-001
51480, 1.0437374E-001, 1.0200000E-001
51490, 1.0439901E-001, 1.0200000E-001
51500, 1.0442466E-001, 1.0200000E-001
51510, 1.0445237E-001, 1.0200000E-001
51520, 1.0448073E-001, 1.0200000E-001
51530, 1.0450966E-001, 1.0200000E-001
51540, 1.0453818E-001, 1.0200000E-001
51550, 1.0456494E-001, 1.0200000E-001
51560, 1.0459356E-001, 1.0200000E-001
51570, 1.0462316E-001, 1.0200000E-001
51580, 1.0465097E-001, 1.0200000E-001
51590, 1.0467752E-001, 1.0200000E-001
51600, 1.0470406E-001, 1.0200000E-001
51610, 1.0472940E-001, 1.0200000E-001
51620, 1.0475562E-001, 1.0200000E-001
51630, 1.0478048E-001, 1.0200000E-001
51640, 1.0480381E-001, 1.0200000E-001
51650, 1.0482569E-001, 1.0200000E-001
51660, 1.0484693E-001, 1.0200000E-001
51670, 1.0486878E-001, 1.0200000E-001
51680, 1.0489107E-001, 1.0200000E-001
51690, 1.0491391E-001, 1.0200000E-001
51700, 1.0493662E-001, 1.0200000E-001
51710, 1.0496149E-001, 1.0200000E-001
51720, 1.0498955E-001, 1.0200000E-001
51730, 1.0501774E-001, 1.0200000E-001
51740, 1.0504655E-001, 1.0200000E-001
51750, 1.0507639E-001, 1.0200000E-001
51760, 1.0510702E-001, 1.0200000E-001
51770, 1.0513730E-001, 1.0200000E-001
51780, 1.0516698E-001, 1.0200000E-001
51790, 1.0519576E-001, 1.0200000E-001
51800, 1.0522448E-001, 1.0200000E-001
51810, 1.0525409E-001, 1.0200000E-001
51820, 1.0528398E-001, 1.0200000E-001
51830, 1.0531340E-001, 1.0200000E-001
51840, 1.0534295E-001, 1.0200000E-001
51850, 1.0537375E-001, 1.0200000E-001
51860, 1.0540501E-001, 1.0200000E-001
51870, 1.0543547E-001, 1.0200000E-001
51880, 1.0546543E-001, 1.0200000E-001
51890, 1.0549414E-001, 1.0200000E-001
51900, 1.0551847E-001, 1.0200000E-001
51910, 1.0554070E-001, 1.0200000E-001
51920, 1.0555951E-001, 1.0200000E-001
51930, 1.0557427E-001, 1.0200000E-001
51940, 1.0558663E-001, 1.0200000E-001
51950, 1.0559851E-001, 1.0200000E-001
51960, 1.0561053E-001, 1.0200000E-001
51970, 1.0562189E-001, 1.0200000E-001
51980, 1.0563569E-001, 1.0200000E-001
51990, 1.0565181E-001, 1.0200000E-001
52000, 1.0567055E-001, 1.0200000E-001
52010, 1.0569016E-001, 1.0200000E-001
52020, 1.0571044E-001, 1.0200000E-001
52030, 1.0573214E-001, 1.0200000E-001
52040, 1.0575585E-001, 1.0200000E-001
52050, 1.0578109E-001, 1.0200000E-001
52060, 1.0580489E-001, 1.0200000E-001
52070, 1.0582739E-001, 1.0200000E-001
52080, 1.0584788E-001, 1.0200000E-001
52090, 1.0586762E-001, 1.0200000E-001
52100, 1.0588826E-001, 1.0200000E-001
52110, 1.0590141E-001, 1.0200000E-001
52120, 1.0591019E-001, 1.0200000E-001
52130, 1.0591866E-001, 1.0200000E-001
52140, 1.0592615E-001, 1.0200000E-001
52150, 1.0593288E-001, 1.0200000E-001
52160, 1.0593961E-001, 1.0200000E-001
52170, 1.0594593E-001, 1.0200000E-001
52180, 1.0595461E-001, 1.0200000E-001
52190, 1.0596766E-001, 1.0200000E-001
52200, 1.0598467E-001, 1.0200000E-001
52210, 1.0600441E-001, 1.0200000E-001
52220, 1.0602727E-001, 1.0200000E-001
52230, 1.0605140E-001, 1.0200000E-001
52240, 1.0607269E-001, 1.0200000E-001
52250, 1.0608984E-001, 1.0200000E-001
52260, 1.0610756E-001, 1.0200000E-001
52270, 1.0612668E-001, 1.0200000E-001
52280, 1.0613824E-001, 1.0200000E-001
52290, 1.0614040E-001, 1.0200000E-001
52300, 1.0613544E-001, 1.0200000E-001
52310, 1.0612966E-001, 1.0200000E-001
52320, 1.0612469E-001, 1.0200000E-001
52330, 1.0612025E-001, 1.0200000E-001
52340, 1.0611939E-001, 1.0200000E-001
52350, 1.0611912E-001, 1.0200000E-001
52360, 1.0611883E-001, 1.0200000E-001
52370, 1.0611883E-001, 1.0200000E-001
52380, 1.0611853E-001, 1.0200000E-001
52390, 1.0611816E-001, 1.0200000E-001
52400, 1.0611785E-001, 1.0200000E-001
52410, 1.0611716E-001, 1.0200000E-001
52420, 1.0611657E-001, 1.0200000E-001
52430, 1.0611623E-001, 1.0200000E-001
52440, 1.0611617E-001, 1.0200000E-001
52450, 1.0611607E-001, 1.0200000E-001
52460, 1.0611611E-001, 1.0200000E-001
52470, 1.0611601E-001, 1.0200000E-001
52480, 1.0611589E-001, 1.0200000E-001
52490, 1.0611585E-001, 1.0200000E-001
52500, 1.0611582E-001, 1.0200000E-001
52510, 1.0611573E-001, 1.0200000E-001
52520, 1.0611565E-001, 1.0200000E-001
52530, 1.0611560E-001, 1.0200000E-001
52540, 1.0611553E-001, 1.0200000E-001
52550, 1.0611546E-001, 1.0200000E-001
52560, 1.0611538E-001, 1.0200000E-001
52570, 1.0611529E-001, 1.0200000E-001
52580, 1.0611525E-001, 1.0200000E-001
52590, 1.0611521E-001, 1.0200000E-001
52600, 1.0611520E-001, 1.0200000E-001
52610, 1.0611517E-001, 1.0200000E-001
52620, 1.0611516E-001, 1.0200000E-001
52630, 1.0611514E-001, 1.0200000E-001
52640, 1.0611511E-001, 1.0200000E-001
52650, 1.0611509E-001, 1.0200000E-001
52660, 1.0611505E-001, 1.0200000E-001
52670, 1.0611500E-001, 1.0200000E-001
52680, 1.0611496E-001, 1.0200000E-001
52690, 1.0611491E-001, 1.0200000E-001
52700, 1.0611486E-001, 1.0200000E-001
52710, 1.0611481E-001, 1.0200000E-001
52720, 1.0611476E-001, 1.0200000E-001
52730, 1.0611472E-001, 1.0200000E-001
52740, 1.0611469E-001, 1.0200000E-001
52750, 1.0611466E-001, 1.0200000E-001
52760, 1.0611465E-001, 1.0200000E-001
52770, 1.0611464E-001, 1.0200000E-001
52780, 1.0611463E-001, 1.0200000E-001
52790, 1.0611461E-001, 1.0200000E-001
52800, 1.0611459E-001, 1.0200000E-001
52810, 1.0611459E-001, 1.0200000E-001
52820, 1.0611459E-001, 1.0200000E-001
52830, 1.0611461E-001, 1.0200000E-001
52840, 1.0611462E-001, 1.0200000E-001
52850, 1.0611461E-001, 1.0200000E-001
52860, 1.0611459E-001, 1.0200000E-001
52870, 1.0611459E-001, 1.0200000E-001
52880, 1.0611457E-001, 1.0200000E-001
52890, 1.0611456E-001, 1.0200000E-001
52900, 1.0611454E-001, 1.0200000E-001
52910, 1.0611452E-001, 1.0200000E-001
52920, 1.0611450E-001, 1.0200000E-001
52930, 1.0611450E-001, 1.0200000E-001
52940, 1.0611449E-001, 1.0200000E-001
52950, 1.0611449E-001, 1.0200000E-001
52960, 1.0611449E-001, 1.0200000E-001
52970, 1.0611449E-001, 1.0200000E-001
52980, 1.0611449E-001, 1.0200000E-001
52990, 1.0611447E-001, 1.0200000E-001
53000, 1.0611446E-001, 1.0200000E-001
53010, 1.0611445E-001, 1.0200000E-001
53020, 1.0611444E-001, 1.0200000E-001
53030, 1.0611444E-001, 1.0200000E-001
53040, 1.0611443E-001, 1.0200000E-001
53050, 1.0611443E-001, 1.0200000E-001
53060, 1.0611443E-001, 1.0200000E-001
53070, 1.0611444E-001, 1.0200000E-001
53080, 1.0611443E-001, 1.0200000E-001
53090, 1.0611443E-001, 1.0200000E-001
53100, 1.0611442E-001, 1.0200000E-001
53110, 1.0611441E-001, 1.0200000E-001
53120, 1.0611441E-001, 1.0200000E-001
53130, 1.0611440E-001, 1.0200000E-001
53140, 1.0611440E-001, 1.0200000E-001
53150, 1.0611440E-001, 1.0200000E-001
53160, 1.0611440E-001, 1.0200000E-001
53170, 1.0611440E-001, 1.0200000E-001
53180, 1.0611440E-001, 1.0200000E-001
53190, 1.0611440E-001, 1.0200000E-001
53200, 1.0611440E-001, 1.0200000E-001
53210, 1.0611440E-001, 1.0200000E-001
53220, 1.0611440E-001, 1.0200000E-001
53230, 1.0611440E-001, 1.0200000E-001
53240, 1.0611440E-001, 1.0200000E-001
53250, 1.0611440E-001, 1.0200000E-001
53260, 1.0611440E-001, 1.0200000E-001
53270, 1.0611440E-001, 1.0200000E-001
53280, 1.0611439E-001, 1.0200000E-001
53290, 1.0611439E-001, 1.0200000E-001
53300, 1.0611439E-001, 1.0200000E-001
53310, 1.0611439E-001, 1.0200000E-001
53320, 1.0611439E-001, 1.0200000E-001
53330, 1.0611438E-001, 1.0200000E-001
53340, 1.0611438E-001, 1.0200000E-001
53350, 1.0611438E-001, 1.0200000E-001
53360, 1.0611438E-001, 1.0200000E-001
53370, 1.0611438E-001, 1.0200000E-001
53380, 1.0611438E-001, 1.0200000E-001
53390, 1.0611438E-001, 1.0200000E-001
53400, 1.0611438E-001, 1.0200000E-001
53410, 1.0611438E-001, 1.0200000E-001
53420, 1.0611438E-001, 1.0200000E-001
53430, 1.0611438E-001, 1.0200000E-001
53440, 1.0611438E-001, 1.0200000E-001
53450, 1.0611438E-001, 1.0200000E-001
